OTU ID	sample1	sample2	sample3	sample4	sample5	taxonomy
OTU_1976	14	175	26	1	94	90.7%|Tremellomycetes_sp|AM999668|SH198309.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp
OTU_1978	1	0	0	0	1	100%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_198	9	10	10	0	29	93.75%|Helotiales_sp_EXP0568F|DQ914733|SH014043.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp_EXP0568F
OTU_1986	0	0	0	0	1	75.58%|Endogone_sp|JN890102|SH432554.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Endogonales;f__Endogonaceae;g__Endogone;s__Endogone_sp
OTU_1988	3	0	0	0	0	98.66%|Fungi_sp|AB828215|SH205040.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1989	0	0	0	0	1	100%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_1990	707	11	0	0	10	85.92%|Helotiales_sp|GU174366|SH012091.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_1992	4	6	1	2	1	91.3%|Myriangiales_sp|EF419944|SH230159.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__unidentified;g__unidentified;s__Myriangiales_sp
OTU_1994	59	30	0	0	16	86.8%|Pleosporales_sp|DQ420935|SH037351.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1996	0	0	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_2	0	9	0	0	13	100%|Cryptococcus_sp|HM069422|SH018157.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Cryptococcus;s__Cryptococcus_sp
OTU_20	32	0	8	0	22	82.49%|Clitopilus_sp_1_T_778|KC176284|SH205031.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__Clitopilus_sp_1_T_778
OTU_2003	2	0	0	0	2	86.96%|Cortinarius_saniosus|UDB017662|SH031708.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_saniosus
OTU_201	98	4	0	0	19	98.08%|Cladophialophora_sp|DQ421243|SH025797.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp
OTU_2010	0	0	0	2	2	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_2013	3	0	0	0	3	97.11%|Lactarius_vietus|UDB011511|SH238107.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_vietus
OTU_2015	1	0	0	1	0	76.77%|Ascomycota_sp_AR_2010|HQ607913|SH020431.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_2016	60	545	54	122	113	92.95%|Entoloma_sp|FJ440885|SH010870.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sp
OTU_2017	273	245	38	8	96	87.23%|Chalara_sp_olrim787|AY618226|SH014221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Chalara;s__Chalara_sp_olrim787
OTU_2018	0	6	1	0	1	92.11%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_2026	3	0	0	0	0	78.11%|Microbotryomycetes_sp|HQ719228|SH215421.06FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unidentified;f__unidentified;g__unidentified;s__Microbotryomycetes_sp
OTU_2028	8	1	0	0	4	100%|Entoloma_cuspidiferum|EU784218|SH009749.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_cuspidiferum
OTU_2030	1	0	1	3	0	100%|Cortinarius_sp|HE979013|SH221786.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
OTU_2033	5	12	0	0	3	100%|Tricholomataceae_sp|JN021001|SH239706.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__unidentified;s__Tricholomataceae_sp
OTU_2037	0	0	1	0	0	86.36%|uncultured_fungus|AJ936935|SH433387.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_2039	6	6	115	62	56	72.89%|Candelaria_fibrosoides|EF535212|SH222651.06FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Candelariales;f__Candelariaceae;g__Candelaria;s__Candelaria_fibrosoides
OTU_2046	14	5	1	0	16	99.09%|Entoloma_sericeum|UDB011846|SH203325.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sericeum
OTU_2051	0	0	2	1	10	98.64%|uncultured_Cladophialophora|FJ440874|SH025802.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__uncultured_Cladophialophora
OTU_206	2	0	0	0	0	99.06%|Amanita_muscaria|EU071906|SH200306.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_muscaria
OTU_2063	0	0	0	0	1	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_2065	0	0	10	0	11	76.6%|Ascomycota_sp_AR_2010|HQ607913|SH020431.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_2067	56	29	0	0	1	74.18%|uncultured_fungus|EU516926|SH012272.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_2074	403	243	3	1	115	90.87%|Capronia_acutiseta|AF050241|SH019326.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_acutiseta
OTU_2078	0	0	31	0	0	99.04%|Russula_sp_8_RG_2012|KC152218|SH208397.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp_8_RG_2012
OTU_2079	1	0	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_2081	1	0	0	0	0	97.75%|Sebacinaceae_sp|HQ154302|SH215887.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unidentified;s__Sebacinaceae_sp
OTU_2089	0	0	9	4	5	93.33%|Dothideomycetes_sp|HM239795|SH227613.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp
OTU_2092	1	0	0	0	0	94.63%|Pleomassariaceae_sp|AB554113|SH003603.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleomassariaceae;g__unidentified;s__Pleomassariaceae_sp
OTU_2094	0	0	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_2095	2	0	0	0	0	85.94%|Sordariomycetes_sp|AY258150|SH219630.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp
OTU_2097	2	0	2	0	2	97.16%|Adisciso_kaki|AB683953|SH210427.06FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Adisciso;s__Adisciso_kaki
OTU_2099	0	0	43	56	25	87.5%|Tilletia_micrairae|FJ862995|SH000722.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia_micrairae
OTU_211	0	0	27	1	4	99.44%|cf_Phaeosphaeria_sp_CPC_12130|KF251196|SH231532.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__cf_Phaeosphaeria_sp_CPC_12130
OTU_213	0	0	0	0	0	95.28%|Sordariomycetes_sp|HM239737|SH223400.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp
OTU_214	1	0	0	0	0	98.28%|uncultured_Glomeraceae|HE795124|SH036717.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__uncultured_Glomeraceae
OTU_218	0	219	0	0	7	100%|Clavaria_sp|GQ159940|SH019388.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_sp
OTU_220	0	1	0	0	0	99%|Selenophoma_mahoniae|FJ150872|SH206633.06FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Selenophoma;s__Selenophoma_mahoniae
OTU_222	2	4	4	1	0	92.55%|Lentinus_bertieri|GU207304|SH026423.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Lentinus;s__Lentinus_bertieri
OTU_223	0	0	13	0	2	100%|Minimedusa_sp|DQ421079|SH221763.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Incertae_sedis;g__Minimedusa;s__Minimedusa_sp
OTU_224	0	15	38	1	11	100%|Tremellales_sp|DQ420869|SH197003.06FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp
OTU_225	1	1	0	0	0	99.35%|Hypocreales_sp|DQ421301|SH223286.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__Hypocreales_sp
OTU_226	79	316	0	0	42	97.35%|Lachnum_sp|AY699686|SH189799.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__Lachnum_sp
OTU_228	0	10	0	0	1	99.48%|Pyronemataceae_sp|HM057214|SH032172.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__unidentified;s__Pyronemataceae_sp
OTU_232	40	83	10	2	25	91.38%|Glomeromycota_sp|JX276895|SH194450.06FU|reps|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_233	128	740	0	0	164	92.9%|Pleomassariaceae_sp|AY969660|SH194663.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleomassariaceae;g__unidentified;s__Pleomassariaceae_sp
OTU_24	15	113	863	874	3138	100%|Ascomycota_sp|GQ179993|SH194646.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_242	2	39	1	1	2	97.41%|Glomeromycota_sp|JX042775|SH004430.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_243	0	0	0	1	1	99.41%|ascomycete_sp_nasa64|DQ683977|SH030953.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp_nasa64
OTU_244	2	44	0	2	1	74.05%|Ascomycota_sp|JX043012|SH218949.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_245	1	0	0	0	0	73.33%|Ascomycota_sp|JX043012|SH218949.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_248	1	0	0	0	0	100%|Entoloma_abortivum|FJ596870|SH200896.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_abortivum
OTU_251	88	201	70	31	112	100%|Archaeorhizomycetes_sp|HM240068|SH006452.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__unidentified;f__unidentified;g__unidentified;s__Archaeorhizomycetes_sp
OTU_252	28	351	91	118	168	100%|Mortierella_sp|EF619717|SH435935.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp
OTU_258	10	0	55	1	15	98.7%|Trechisporales_sp|AY627800|SH221042.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unidentified;g__unidentified;s__Trechisporales_sp
OTU_260	0	0	0	0	1	98.69%|Lycoperdon_marginatum|DQ112632|SH191513.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lycoperdon;s__Lycoperdon_marginatum
OTU_262	0	7	2	0	3	99.15%|uncultured_Glomeraceae|HE775293|SH036713.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__uncultured_Glomeraceae
OTU_265	16	0	0	0	0	100%|Paraglomerales_sp|FR732084|SH219409.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__unidentified;g__unidentified;s__Paraglomerales_sp
OTU_27	0	0	1	1	1	97.09%|uncultured_fungus|EU292347|SH019133.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_274	3	0	0	0	0	100%|uncultured_Chromelosporium|JX316772|SH026753.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__uncultured_Chromelosporium
OTU_277	1	0	0	0	0	98.89%|Fusarium_oxysporum|KC577180|SH019792.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum
OTU_28	0	1	213	23	48	85.14%|uncultured_Glomeromycota|AY969543|SH005319.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Glomeromycota
OTU_280	0	0	1	0	0	97.45%|uncultured_ascomycete_from_Acaulospora_colossica_spore_IVB3_2|AF133779|SH033697.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ascomycete_from_Acaulospora_colossica_spore_IVB3_2
OTU_282	0	2	0	0	0	99.07%|Atheliaceae_sp|EU292269|SH232729.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__unidentified;s__Atheliaceae_sp
OTU_285	1	2	0	0	0	100%|Lecanorales_sp|FJ440917|SH197707.06FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__unidentified;g__unidentified;s__Lecanorales_sp
OTU_296	0	0	231	37	158	97.77%|Arthopyreniaceae_sp_Fataf_7|KC218451|SH011458.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Arthopyreniaceae;g__unidentified;s__Arthopyreniaceae_sp_Fataf_7
OTU_301	0	0	0	2	0	99.14%|Dioszegia_sp_YM24626|JQ320369|SH229114.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Dioszegia;s__Dioszegia_sp_YM24626
OTU_303	27	50	12	1	14	94.12%|Glomus_sp|JX096590|SH234534.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp
OTU_308	0	0	5	1	0	98.99%|Mortierella_sp|HQ211500|SH218432.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp
OTU_309	1	0	0	0	0	98.3%|Helotiales_sp|AY969797|SH209284.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_31	9	1	0	0	1	99.06%|Sebacina_vermifera|JQ711843|SH203761.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_vermifera
OTU_310	1	0	0	0	0	100%|Umbelopsis_sp|FJ553234|SH219312.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
OTU_313	0	1	1	0	2	86.52%|Scutellinia_hirta|JF908713|SH212844.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_hirta
OTU_318	1	1	0	0	0	98.63%|Pleosporales_sp|GQ921756|SH447121.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_320	0	0	0	0	0	91.89%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_325	0	23	3	0	39	83.73%|Fungi_sp|UDB014377|SH024179.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_331	5	4	0	0	5	94.55%|Thanatephorus_sp|GQ223450|SH220792.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__Thanatephorus_sp
OTU_333	0	0	0	0	7	100%|fungal_sp_3_EO_2010|HQ601955|SH019039.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_sp_3_EO_2010
OTU_335	5	2	8	2	5	100%|Ceratobasidium_sp|DQ093780|SH227164.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
OTU_338	1	0	0	0	0	97.14%|Paraglomus_sp|DQ400273|SH203449.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Paraglomus_sp
OTU_341	7	13	3	4	9	100%|Sordariomycetes_sp|DQ069034|SH031169.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp
OTU_342	0	1	0	0	0	98.48%|Chaetomiaceae_sp|GQ922575|SH234920.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__Chaetomiaceae_sp
OTU_345	3	18	0	12	9	90.36%|Ascobolus_sp|GU078645|SH026983.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus;s__Ascobolus_sp
OTU_354	0	0	0	0	2	92.59%|Thelephoraceae_sp|AB700455|SH219933.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_357	1	3	0	0	1	100%|Pleosporales_sp|DQ420939|SH206986.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_360	0	0	1	1	0	97.41%|Calluna_vulgaris_root_associated_fungus|FM172797|SH012475.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Calluna_vulgaris_root_associated_fungus
OTU_362	1	0	0	0	0	93.14%|Ascomycota_sp|AM260814|SH228611.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_365	2	0	924	12	404	100%|Leuconeurospora_sp|GQ219942|SH023518.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Incertae_sedis;f__Pseudeurotiaceae;g__Leuconeurospora;s__Leuconeurospora_sp
OTU_366	14	38	0	0	5	94.49%|Galerina_triscopa|AJ585491|SH022094.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina;s__Galerina_triscopa
OTU_367	0	0	0	0	0	94.59%|uncultured_fungus|HM069493|SH036517.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_369	0	1	0	0	0	93.6%|Lachnum_controversum|U58638|SH000028.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__Lachnum_controversum
OTU_37	2	0	0	0	0	100%|uncultured_fungus|KC965319|SH439337.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_378	1	0	0	0	0	86.78%|Penicillium_sp_AHBR14|KF305753|SH225864.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_sp_AHBR14
OTU_382	1	0	0	0	0	93.33%|Pleosporales_sp|DQ420935|SH037351.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_384	0	0	0	1	0	100%|fungal_endophyte_sp_AP053|FM200450|SH008925.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_endophyte_sp_AP053
OTU_390	2	0	0	0	0	98.01%|Prosthemium_sp|EU490095|SH003601.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleomassariaceae;g__Prosthemium;s__Prosthemium_sp
OTU_392	0	0	0	0	3	98.09%|Dothideomycetes_sp|DQ420810|SH217123.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp
OTU_394	0	0	0	0	4	94.87%|Clavariaceae_sp|FJ197943|SH438938.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__unidentified;s__Clavariaceae_sp
OTU_395	0	16	0	0	0	97.99%|Boletaceae_sp|UDB000458|SH207392.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__unidentified;s__Boletaceae_sp
OTU_397	0	22	0	0	0	93.94%|Ascomycota_sp_AR_2010|HQ607913|SH020431.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_399	0	1	0	0	0	79.78%|Basidiomycota_sp|AY970198|SH213957.06FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_400	0	6	0	0	0	94.57%|Scutellinia_sp|GU055642|SH212832.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_sp
OTU_401	0	0	1	0	0	100%|Tetracladium_furcatum|FJ000373|SH216427.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Tetracladium;s__Tetracladium_furcatum
OTU_403	0	0	4	3	4	100%|Agaricomycetes_sp|AY969558|SH458685.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp
OTU_406	1	0	1	0	0	85.31%|Calocera_furcata|UDB011249|SH024340.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Calocera;s__Calocera_furcata
OTU_415	3	0	0	0	0	91.84%|Orbiliomycetes_sp|DQ421287|SH431595.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_418	1	0	0	0	0	82.1%|Orbiliomycetes_sp|JQ666587|SH436915.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_421	1	3	4	0	1	97.67%|Pleosporales_sp|JQ081381|SH195258.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_422	3	2	3	1	0	81.57%|Inocybe_sp_DED8145|GQ893004|SH432085.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp_DED8145
