Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Seaverinia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sebacina	7	Symbiotroph	Ectomycorrhizal	Possible				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (pro parte); http://mycorrhizas.info/ecmf.html"
Sebipora	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Secoliga	7	Symbiotroph	Lichenized	Highly Probable			"Syn. Cryptolechia, Gyalecta"	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Segestria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Seimatosporium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seimatosporium lichenicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Seimatosporium mariae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Seimatosporium rhododendri	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Seiridium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seiridium unicorne	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Seirophora	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Selenaspora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Selenophoma	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Selenophoma donacis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Selenophoma everhartii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Selenophoma linicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Selinia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Semidelitschia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Semigyalecta	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Senoma	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sepedonium	7	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Septobasidium	7	Pathotroph	Animal pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septobasidium bogoriense	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septobasidium pilosum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septobasidium pseudopedicellatum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septobasidium theae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septochytrium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septocylindrium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septocyta ruborum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septogloeum potentillae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoglomus	7	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Septoidium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septomyxa	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septopezizella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septoria	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septoria aciculosa	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria agropyrina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria ampelina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria anacardii	8	Pathotroph	Plant pathogen|Endophyte	Possible			host: Anacardiaceae	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Septoria apicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria avenae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria azaleae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria bataticola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria calamagrostidis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria campanulae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria cannabina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria cannabis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria caryae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria chrysanthemi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria citri	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria cucurbitacearum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria cynodontis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria darrowii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria dianthi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria divergens	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria elymi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria fragariae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria fragariaecola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria fructigena	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria glycines	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria helianthi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria humuli	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria humulina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria hydrangeae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria lactucae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria linicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria liquidambaris	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria loligena	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria lupulina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria lycopersici	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria macropoda	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria macrospora	8	Pathotroph	Endophyte|Plant pathogen	Probable			"host: Asteraceae, Myrtaceae"	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Septoria menthae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria nodorum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria ostryae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria oudemansii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria passerinni	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria passiflorae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria passifloricola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria pisi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria pistaciae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria pistaciarum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria pistacina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria platanifolia	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria pyricola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria rhododendri	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria rosae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria rubi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria secalis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria selenophomoides	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria tenella	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria theae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria triseti	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria tritici	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria zeae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria zeicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septoria zeina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Septosperma	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septotinia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septotis	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Septotrapelia	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sepultaria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sepultariella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Serendipita	7	Symbiotroph	Ectomycorrhizal	Possible				"Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (pro parte)"
Serenomyces	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Serpula	7	Saprotroph		Probable		Brown rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Serpulomyces	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Servitia	7	Pathotroph	Lichenicolous	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sesquicillium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setameliola	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setchelliogaster	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263; http://mycorrhizas.info/ecmf.html"
Seticyphella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setiferotheca	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setigeroclavula	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setocampanula	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setogyroporus	7	Symbiotroph	Ectomycorrhizal	Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45"
Setoidium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setomyces	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setoscypha	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setosphaeria	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Setosphaeria pedicellata	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Setosphaeria prolata	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Setosphaeria rostrata	8	Pathotroph	Plant pathogen|Endophyte	Possible			"host: Combretaceae, Loranthaceae"	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Setosphaeria turcica	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Setulipes	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seuratia	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seuratiopsis	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seynesiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Seynesiopeltis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
SH001792.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH003332.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH014746.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH014879.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH019747.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH021327.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH024262.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH179079.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH179083.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH179102.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH179997.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH181083.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH181084.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH181091.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH196230.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH196476.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH197469.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH201605.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH201642.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH201950.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH205746.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH208582.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH208587.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH208592.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH214267.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH214288.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH214297.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH218283.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH218284.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH218292.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH221487.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
SH486400.07FU	0	Symbiotroph|Pathotroph	Eroicoid mycorrhizal	Probable			UNITE Species Hypothesis	Clemmensen et al. 2014. New Phytologist. DOI: 10.1111/nph.13208
Shackletonia	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Shanorella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Shearia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Shivamyces	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Shivasia	7	Pathotroph	Plant pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Shivomyces	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sibirina	7	Pathotroph	Mycoparasite	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sidera	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Siemaszkoa	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sigmogloea	7	Saprotroph		Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sigmoidea	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sigmoideomyces	7	Pathotroph	Mycoparasite	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sigridea	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Sillia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Silobia	7	Symbiotroph	Lichenized	Highly Probable			Syn. Myriospora	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Simiglomus	7	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Simocybe	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Simonyella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Simonyella variegata	8	Symbiotroph	Lichenized	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Simplicillium	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Simuliomyces	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Singerina	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Singeromyces	7	Symbiotroph	Ectomycorrhizal	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sinoboletus	7	Symbiotroph	Ectomycorrhizal	Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45"
Sinodidymella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sinotermitomyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Siphonaria	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Siphula	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Siphulastrum	7	Symbiotroph	Lichenized	Highly Probable				Muller J. 1889. Lichenologische Beitrege XXXI. Flora (Regensburg). 72: 142-147
Siphulella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Siphulina	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sipmania	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sipmaniella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirenophila	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirococcus	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirodiplospora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirodothis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirosporium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sirosporium diffusum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Sirotrema	7	Saprotroph		Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sistotrema	7	Symbiotroph|Saprotroph	Wood saprotroph|Ectomycorrhizal	Possible		White rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo; Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45 (ECM/Not ECM); Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (pro parte); http://mycorrhizas.info/ecmf.html (ECM/Not ECM)"
Sistotremastrum	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sistotremella	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sivanesania	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Sivanesaniella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Skeletocutis	7	Saprotroph	Wood saprotroph	Highly Probable		White rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Skeletohydnum	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
